"No.","Time","Source","Destination","Protocol","Length","Info"
"35","12.814110825","34.107.221.82","10.29.230.57","TCP","66","[TCP Dup ACK 8#1] 80  >  39852 [ACK] Seq=1 Ack=2 Win=265 Len=0 TSval=2521891572 TSecr=786070690"
"36","15.103896057","10.29.230.57","23.200.86.233","TCP","66","[TCP Dup ACK 9#1] 34656  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=3247727469 TSecr=3735862005"
"37","15.117057669","23.200.86.233","10.29.230.57","TCP","66","[TCP Dup ACK 10#1] 80  >  34656 [ACK] Seq=1 Ack=2 Win=506 Len=0 TSval=3735872245 TSecr=3247614863"
"38","16.220309177","10.29.230.57","34.120.208.123","TLSv1.2","112","Application Data"
"39","16.233980493","34.120.208.123","10.29.230.57","TCP","66","443  >  39320 [ACK] Seq=1 Ack=47 Win=549 Len=0 TSval=945537040 TSecr=3593437170"
"40","16.233980747","34.120.208.123","10.29.230.57","TLSv1.2","112","Application Data"
"41","16.275895583","10.29.230.57","34.120.208.123","TCP","66","39320  >  443 [ACK] Seq=47 Ack=47 Win=501 Len=0 TSval=3593437226 TSecr=945537040"
"42","16.639897306","10.29.230.57","216.58.215.35","TCP","66","[TCP Dup ACK 11#1] 40316  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=190036527 TSecr=3676071093"
"43","16.653087260","216.58.215.35","10.29.230.57","TCP","66","[TCP Dup ACK 12#1] 80  >  40316 [ACK] Seq=1 Ack=2 Win=261 Len=0 TSval=3676081333 TSecr=189923939"
"44","18.254605014","10.29.230.57","23.200.86.233","TCP","66","[TCP Previous segment not captured] 34656  >  80 [FIN, ACK] Seq=2 Ack=1 Win=501 Len=0 TSval=3247730620 TSecr=3735872245"
"45","18.267767750","23.200.86.233","10.29.230.57","TCP","66","[TCP ACKed unseen segment] 80  >  34656 [FIN, ACK] Seq=1 Ack=3 Win=506 Len=0 TSval=3735875396 TSecr=3247730620"
"46","18.267791915","10.29.230.57","23.200.86.233","TCP","66","34656  >  80 [ACK] Seq=3 Ack=2 Win=501 Len=0 TSval=3247730633 TSecr=3735875396"
"47","19.220610563","10.29.230.57","34.160.144.191","TLSv1.2","105","Application Data"
"48","19.235445033","34.160.144.191","10.29.230.57","TLSv1.2","105","Application Data"
"49","19.235468168","10.29.230.57","34.160.144.191","TCP","66","36496  >  443 [ACK] Seq=40 Ack=40 Win=501 Len=0 TSval=445001345 TSecr=2144492240"
"50","19.254766188","10.29.230.57","216.58.215.35","TCP","66","[TCP Previous segment not captured] 40316  >  80 [FIN, ACK] Seq=2 Ack=1 Win=501 Len=0 TSval=190039142 TSecr=3676081333"
"51","19.268028603","216.58.215.35","10.29.230.57","TCP","66","[TCP ACKed unseen segment] 80  >  40316 [FIN, ACK] Seq=1 Ack=3 Win=261 Len=0 TSval=3676083948 TSecr=190039142"
"52","19.268053479","10.29.230.57","216.58.215.35","TCP","66","40316  >  80 [ACK] Seq=3 Ack=2 Win=501 Len=0 TSval=190039155 TSecr=3676083948"
"53","20.479895686","10.29.230.57","93.184.220.29","TCP","66","[TCP Dup ACK 1#1] 56012  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=4001008906 TSecr=1295967660"
"54","20.493198153","93.184.220.29","10.29.230.57","TCP","66","[TCP Dup ACK 2#2] 80  >  56012 [ACK] Seq=1 Ack=2 Win=131 Len=0 TSval=1295977895 TSecr=4000957973"
"55","22.220952174","10.29.230.57","34.102.187.140","TLSv1.2","105","Application Data"
"56","22.235085877","34.102.187.140","10.29.230.57","TLSv1.2","105","Application Data"
"57","22.235107969","10.29.230.57","34.102.187.140","TCP","66","56112  >  443 [ACK] Seq=40 Ack=40 Win=930 Len=0 TSval=2543781783 TSecr=1454815083"
"58","22.271928303","10.29.230.57","93.184.220.29","TCP","66","[TCP Dup ACK 3#1] 55998  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=4001010698 TSecr=3316985340"
"59","22.285429962","93.184.220.29","10.29.230.57","TCP","66","[TCP Dup ACK 4#2] 80  >  55998 [ACK] Seq=1 Ack=2 Win=139 Len=0 TSval=3316995580 TSecr=4000969744"
"60","23.039927877","10.29.230.57","34.107.221.82","TCP","66","[TCP Dup ACK 5#1] 39852  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=786132047 TSecr=2521891572"
"61","23.039941843","10.29.230.57","34.107.221.82","TCP","66","[TCP Dup ACK 6#1] 39854  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=786132047 TSecr=4052921910"
"62","23.053373982","34.107.221.82","10.29.230.57","TCP","66","[TCP Dup ACK 8#2] 80  >  39852 [ACK] Seq=1 Ack=2 Win=265 Len=0 TSval=2521901811 TSecr=786070690"
"63","23.053374202","34.107.221.82","10.29.230.57","TCP","66","[TCP Dup ACK 7#2] 80  >  39854 [ACK] Seq=1 Ack=2 Win=265 Len=0 TSval=4052932149 TSecr=786070710"
"64","23.255177286","10.29.230.57","93.184.220.29","TCP","66","[TCP Previous segment not captured] 56012  >  80 [FIN, ACK] Seq=2 Ack=1 Win=501 Len=0 TSval=4001011681 TSecr=1295977895"
"65","23.268646570","93.184.220.29","10.29.230.57","TCP","66","[TCP ACKed unseen segment] 80  >  56012 [FIN, ACK] Seq=1 Ack=3 Win=131 Len=0 TSval=1295980671 TSecr=4001011681"
"66","23.268670914","10.29.230.57","93.184.220.29","TCP","66","56012  >  80 [ACK] Seq=3 Ack=2 Win=501 Len=0 TSval=4001011695 TSecr=1295980671"
"67","32.511901987","10.29.230.57","93.184.220.29","TCP","66","[TCP Dup ACK 3#1] 55998  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=4001020938 TSecr=3316995580"
"68","32.525799559","93.184.220.29","10.29.230.57","TCP","66","[TCP Dup ACK 4#3] 80  >  55998 [ACK] Seq=1 Ack=2 Win=139 Len=0 TSval=3317005820 TSecr=4000969744"
"69","33.279901928","10.29.230.57","34.107.221.82","TCP","66","[TCP Dup ACK 5#1] 39852  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=786142287 TSecr=2521901811"
"70","33.279917593","10.29.230.57","34.107.221.82","TCP","66","[TCP Dup ACK 6#1] 39854  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=786142287 TSecr=4052932149"
"71","33.294037466","34.107.221.82","10.29.230.57","TCP","66","[TCP Dup ACK 7#3] 80  >  39854 [ACK] Seq=1 Ack=2 Win=265 Len=0 TSval=4052942389 TSecr=786070710"
"72","33.294037728","34.107.221.82","10.29.230.57","TCP","66","[TCP Dup ACK 8#3] 80  >  39852 [ACK] Seq=1 Ack=2 Win=265 Len=0 TSval=2521912051 TSecr=786070690"
"73","40.221288453","10.29.230.57","140.82.121.3","TLSv1.2","105","Application Data"
"74","40.254116026","140.82.121.3","10.29.230.57","TCP","66","443  >  48798 [ACK] Seq=1 Ack=40 Win=68 Len=0 TSval=2535037329 TSecr=3712665533"
"75","40.254116282","140.82.121.3","10.29.230.57","TLSv1.2","105","Application Data"
"76","40.254144735","10.29.230.57","140.82.121.3","TCP","66","48798  >  443 [ACK] Seq=40 Ack=40 Win=501 Len=0 TSval=3712665566 TSecr=2535037329"
"77","41.221472679","10.29.230.57","185.199.109.133","TLSv1.2","105","Application Data"
"78","41.234707146","185.199.109.133","10.29.230.57","TCP","66","443  >  34830 [ACK] Seq=1 Ack=40 Win=286 Len=0 TSval=3531534918 TSecr=2438849583"
"79","41.234707727","185.199.109.133","10.29.230.57","TLSv1.2","105","Application Data"
"80","41.234735912","10.29.230.57","185.199.109.133","TCP","66","34830  >  443 [ACK] Seq=40 Ack=40 Win=24576 Len=0 TSval=2438849596 TSecr=3531534918"
"81","42.751902655","10.29.230.57","93.184.220.29","TCP","66","[TCP Dup ACK 3#1] 55998  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=4001031178 TSecr=3317005820"
"82","42.765188168","93.184.220.29","10.29.230.57","TCP","66","[TCP Dup ACK 4#4] 80  >  55998 [ACK] Seq=1 Ack=2 Win=139 Len=0 TSval=3317016060 TSecr=4000969744"
"83","43.372021823","93.184.220.29","10.29.230.57","TCP","66","[TCP Keep-Alive] 80  >  55998 [ACK] Seq=0 Ack=2 Win=139 Len=0 TSval=3317016667 TSecr=4000969744"
"84","43.372042675","10.29.230.57","93.184.220.29","TCP","66","[TCP Previous segment not captured] 55998  >  80 [ACK] Seq=2 Ack=1 Win=501 Len=0 TSval=4001031798 TSecr=3317016060"
"85","43.519900918","10.29.230.57","34.107.221.82","TCP","66","[TCP Dup ACK 5#1] 39852  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=786152527 TSecr=2521912051"
"86","43.519917894","10.29.230.57","34.107.221.82","TCP","66","[TCP Dup ACK 6#1] 39854  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=786152527 TSecr=4052942389"
"87","43.533730051","34.107.221.82","10.29.230.57","TCP","66","[TCP Dup ACK 7#4] 80  >  39854 [ACK] Seq=1 Ack=2 Win=265 Len=0 TSval=4052952629 TSecr=786070710"
"88","43.533951586","34.107.221.82","10.29.230.57","TCP","66","[TCP Dup ACK 8#4] 80  >  39852 [ACK] Seq=1 Ack=2 Win=265 Len=0 TSval=2521922291 TSecr=786070690"
"89","52.991904894","10.29.230.57","93.184.220.29","TCP","66","[TCP Keep-Alive] 55998  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=4001041418 TSecr=3317016060"
"90","53.005255666","93.184.220.29","10.29.230.57","TCP","66","[TCP Keep-Alive ACK] 80  >  55998 [ACK] Seq=1 Ack=2 Win=139 Len=0 TSval=3317026300 TSecr=4001031798"
"91","53.759901167","10.29.230.57","34.107.221.82","TCP","66","[TCP Dup ACK 5#1] 39852  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=786162767 TSecr=2521922291"
"92","53.759917620","10.29.230.57","34.107.221.82","TCP","66","[TCP Dup ACK 6#1] 39854  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=786162767 TSecr=4052952629"
"93","53.773399957","34.107.221.82","10.29.230.57","TCP","66","[TCP Dup ACK 8#5] 80  >  39852 [ACK] Seq=1 Ack=2 Win=265 Len=0 TSval=2521932531 TSecr=786070690"
"94","53.773400259","34.107.221.82","10.29.230.57","TCP","66","[TCP Dup ACK 7#5] 80  >  39854 [ACK] Seq=1 Ack=2 Win=265 Len=0 TSval=4052962869 TSecr=786070710"
"95","55.224279960","10.29.230.57","104.17.24.14","TLSv1.2","105","Application Data"
"96","55.244772073","104.17.24.14","10.29.230.57","TLSv1.2","105","Application Data"
"97","55.244797683","10.29.230.57","104.17.24.14","TCP","66","33318  >  443 [ACK] Seq=40 Ack=40 Win=501 Len=0 TSval=851320000 TSecr=3160917938"
"98","63.231899315","10.29.230.57","93.184.220.29","TCP","66","[TCP Keep-Alive] 55998  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=4001051658 TSecr=3317026300"
"99","63.245178958","93.184.220.29","10.29.230.57","TCP","66","[TCP Keep-Alive ACK] 80  >  55998 [ACK] Seq=1 Ack=2 Win=139 Len=0 TSval=3317036540 TSecr=4001031798"
"100","63.999901300","10.29.230.57","34.107.221.82","TCP","66","[TCP Dup ACK 5#1] 39852  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=786173007 TSecr=2521932531"
"101","63.999919267","10.29.230.57","34.107.221.82","TCP","66","[TCP Dup ACK 6#1] 39854  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=786173007 TSecr=4052962869"
"102","64.013407837","34.107.221.82","10.29.230.57","TCP","66","[TCP Dup ACK 7#6] 80  >  39854 [ACK] Seq=1 Ack=2 Win=265 Len=0 TSval=4052973109 TSecr=786070710"
"103","64.013633669","34.107.221.82","10.29.230.57","TCP","66","[TCP Dup ACK 8#6] 80  >  39852 [ACK] Seq=1 Ack=2 Win=265 Len=0 TSval=2521942771 TSecr=786070690"
"104","66.224604561","10.29.230.57","104.21.61.81","TLSv1.2","105","Application Data"
"105","66.245596575","104.21.61.81","10.29.230.57","TLSv1.2","105","Application Data"
"106","66.245619641","10.29.230.57","104.21.61.81","TCP","66","53660  >  443 [ACK] Seq=79 Ack=79 Win=1234 Len=0 TSval=3759061218 TSecr=1637809367"
"107","66.551796435","10.29.230.57","10.29.228.2","DHCP","330","DHCP Request  - Transaction ID 0x91f7253f"
"108","66.571171955","10.29.228.2","10.29.230.57","DHCP","446","DHCP ACK      - Transaction ID 0x91f7253f"
"109","66.573568462","10.29.228.2","10.29.230.57","DHCP","446","DHCP ACK      - Transaction ID 0x91f7253f"
"110","71.679898054","RealtekU_4c:cc:50","Cisco_f9:60:c0","ARP","42","Who has 10.29.228.2? Tell 10.29.230.57"
"111","71.685212815","Cisco_f9:60:c0","RealtekU_4c:cc:50","ARP","60","10.29.228.2 is at 00:23:eb:f9:60:c0"
"112","73.255502909","10.29.230.57","34.160.144.191","TLSv1.2","105","Application Data"
"113","73.255671128","10.29.230.57","34.160.144.191","TLSv1.2","90","Application Data"
"114","73.255684833","10.29.230.57","34.160.144.191","TCP","66","36496  >  443 [FIN, ACK] Seq=103 Ack=40 Win=501 Len=0 TSval=445055365 TSecr=2144492240"
"115","73.269629735","34.160.144.191","10.29.230.57","TCP","66","443  >  36496 [ACK] Seq=40 Ack=104 Win=269 Len=0 TSval=2144546275 TSecr=445055365"
"116","73.269630028","34.160.144.191","10.29.230.57","TCP","66","443  >  36496 [FIN, ACK] Seq=40 Ack=104 Win=269 Len=0 TSval=2144546275 TSecr=445055365"
"117","73.269673209","10.29.230.57","34.160.144.191","TCP","66","36496  >  443 [ACK] Seq=104 Ack=41 Win=501 Len=0 TSval=445055379 TSecr=2144546275"
"118","73.471934769","10.29.230.57","178.128.242.134","TCP","66","[TCP Keep-Alive] 57960  >  3333 [ACK] Seq=469 Ack=489 Win=64128 Len=0 TSval=3521685309 TSecr=3388037493"
"119","73.471952651","10.29.230.57","93.184.220.29","TCP","66","[TCP Keep-Alive] 55998  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=4001061898 TSecr=3317036540"
"120","73.485932888","93.184.220.29","10.29.230.57","TCP","66","[TCP Keep-Alive ACK] 80  >  55998 [ACK] Seq=1 Ack=2 Win=139 Len=0 TSval=3317046780 TSecr=4001031798"
"121","73.502136096","178.128.242.134","10.29.230.57","TCP","66","[TCP Keep-Alive ACK] 3333  >  57960 [ACK] Seq=489 Ack=470 Win=64128 Len=0 TSval=3388098181 TSecr=3521624647"
"122","73.767201180","10.29.230.57","178.128.242.134","TCP","148","57960  >  3333 [PSH, ACK] Seq=470 Ack=489 Win=64128 Len=82 TSval=3521685604 TSecr=3388098181"
"123","73.794952649","178.128.242.134","10.29.230.57","TCP","137","3333  >  57960 [PSH, ACK] Seq=489 Ack=552 Win=64128 Len=71 TSval=3388098477 TSecr=3521685604"
"124","73.794978151","10.29.230.57","178.128.242.134","TCP","66","57960  >  3333 [ACK] Seq=552 Ack=560 Win=64128 Len=0 TSval=3521685632 TSecr=3388098477"
"125","74.239930866","10.29.230.57","34.107.221.82","TCP","66","[TCP Dup ACK 5#1] 39852  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=786183247 TSecr=2521942771"
"126","74.239945180","10.29.230.57","34.107.221.82","TCP","66","[TCP Dup ACK 6#1] 39854  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=786183247 TSecr=4052973109"
"127","74.253356081","34.107.221.82","10.29.230.57","TCP","66","[TCP Dup ACK 7#7] 80  >  39854 [ACK] Seq=1 Ack=2 Win=265 Len=0 TSval=4052983349 TSecr=786070710"
"128","74.253592204","34.107.221.82","10.29.230.57","TCP","66","[TCP Dup ACK 8#7] 80  >  39852 [ACK] Seq=1 Ack=2 Win=265 Len=0 TSval=2521953011 TSecr=786070690"
"129","75.224935396","10.29.230.57","34.120.208.123","TLSv1.2","112","Application Data"
"130","75.238550276","34.120.208.123","10.29.230.57","TLSv1.2","112","Application Data"
"131","75.238582681","10.29.230.57","34.120.208.123","TCP","66","39320  >  443 [ACK] Seq=93 Ack=93 Win=501 Len=0 TSval=3593496189 TSecr=945596044"
"132","76.255975023","10.29.230.57","34.102.187.140","TLSv1.2","105","Application Data"
"133","76.256103266","10.29.230.57","34.102.187.140","TLSv1.2","90","Application Data"
"134","76.269592602","34.102.187.140","10.29.230.57","TCP","66","443  >  56112 [ACK] Seq=40 Ack=104 Win=282 Len=0 TSval=1454869118 TSecr=2543835804"
"135","76.269592851","34.102.187.140","10.29.230.57","TCP","66","443  >  56112 [FIN, ACK] Seq=40 Ack=104 Win=282 Len=0 TSval=1454869118 TSecr=2543835804"
"136","76.269635616","10.29.230.57","34.102.187.140","TCP","66","56112  >  443 [ACK] Seq=104 Ack=41 Win=930 Len=0 TSval=2543835818 TSecr=1454869118"
"137","77.256152119","10.29.230.57","34.107.221.82","TCP","66","[TCP Previous segment not captured] 39854  >  80 [FIN, ACK] Seq=2 Ack=1 Win=501 Len=0 TSval=786186263 TSecr=4052983349"
"138","77.256192761","10.29.230.57","34.107.221.82","TCP","66","[TCP Previous segment not captured] 39852  >  80 [FIN, ACK] Seq=2 Ack=1 Win=501 Len=0 TSval=786186263 TSecr=2521953011"
"139","77.269678022","34.107.221.82","10.29.230.57","TCP","66","[TCP ACKed unseen segment] 80  >  39852 [FIN, ACK] Seq=1 Ack=3 Win=265 Len=0 TSval=2521956028 TSecr=786186263"
"140","77.269706680","10.29.230.57","34.107.221.82","TCP","66","39852  >  80 [ACK] Seq=3 Ack=2 Win=501 Len=0 TSval=786186277 TSecr=2521956028"
"141","77.269872575","34.107.221.82","10.29.230.57","TCP","66","[TCP ACKed unseen segment] 80  >  39854 [FIN, ACK] Seq=1 Ack=3 Win=265 Len=0 TSval=4052986366 TSecr=786186263"
"142","77.269879674","10.29.230.57","34.107.221.82","TCP","66","39854  >  80 [ACK] Seq=3 Ack=2 Win=501 Len=0 TSval=786186277 TSecr=4052986366"
"143","81.036252405","178.128.242.134","10.29.230.57","TCP","442","3333  >  57960 [PSH, ACK] Seq=560 Ack=552 Win=64128 Len=376 TSval=3388105717 TSecr=3521685632"
"144","81.036288320","10.29.230.57","178.128.242.134","TCP","66","57960  >  3333 [ACK] Seq=552 Ack=936 Win=64128 Len=0 TSval=3521692873 TSecr=3388105717"
"145","83.711903528","10.29.230.57","93.184.220.29","TCP","66","[TCP Keep-Alive] 55998  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=4001072138 TSecr=3317046780"
"146","83.725188870","93.184.220.29","10.29.230.57","TCP","66","[TCP Keep-Alive ACK] 80  >  55998 [ACK] Seq=1 Ack=2 Win=139 Len=0 TSval=3317057020 TSecr=4001031798"
"147","93.951902371","10.29.230.57","93.184.220.29","TCP","66","[TCP Keep-Alive] 55998  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=4001082378 TSecr=3317057020"
"148","93.965212298","93.184.220.29","10.29.230.57","TCP","66","[TCP Keep-Alive ACK] 80  >  55998 [ACK] Seq=1 Ack=2 Win=139 Len=0 TSval=3317067260 TSecr=4001031798"
"149","97.256472439","10.29.230.57","93.184.220.29","TCP","66","55998  >  80 [FIN, ACK] Seq=2 Ack=1 Win=501 Len=0 TSval=4001085683 TSecr=3317067260"
"150","97.269799350","93.184.220.29","10.29.230.57","TCP","66","80  >  55998 [FIN, ACK] Seq=1 Ack=3 Win=139 Len=0 TSval=3317070565 TSecr=4001085683"
"151","97.269827247","10.29.230.57","93.184.220.29","TCP","66","55998  >  80 [ACK] Seq=3 Ack=2 Win=501 Len=0 TSval=4001085696 TSecr=3317070565"
"152","99.225404242","10.29.230.57","140.82.121.3","TLSv1.2","105","Application Data"
"153","99.261059800","140.82.121.3","10.29.230.57","TLSv1.2","105","Application Data"
"154","99.261080087","10.29.230.57","140.82.121.3","TCP","66","48798  >  443 [ACK] Seq=79 Ack=79 Win=501 Len=0 TSval=3712724573 TSecr=2535096336"
"155","100.225599053","10.29.230.57","185.199.109.133","TLSv1.2","105","Application Data"
"156","100.238731978","185.199.109.133","10.29.230.57","TCP","66","443  >  34830 [ACK] Seq=40 Ack=79 Win=286 Len=0 TSval=3531593922 TSecr=2438908587"
"157","100.238890697","185.199.109.133","10.29.230.57","TLSv1.2","105","Application Data"
"158","100.238901921","10.29.230.57","185.199.109.133","TCP","66","34830  >  443 [ACK] Seq=79 Ack=79 Win=24576 Len=0 TSval=2438908600 TSecr=3531593922"
"159","108.256812885","10.29.230.57","104.17.24.14","TLSv1.2","105","Application Data"
"160","108.256917181","10.29.230.57","104.17.24.14","TLSv1.2","90","Application Data"
"161","108.277154144","104.17.24.14","10.29.230.57","TCP","66","443  >  33318 [ACK] Seq=40 Ack=104 Win=8 Len=0 TSval=3160970970 TSecr=851373012"
"162","108.277351660","104.17.24.14","10.29.230.57","TCP","66","443  >  33318 [FIN, ACK] Seq=40 Ack=104 Win=8 Len=0 TSval=3160970971 TSecr=851373012"
"163","108.277368494","10.29.230.57","104.17.24.14","TCP","66","33318  >  443 [ACK] Seq=104 Ack=41 Win=501 Len=0 TSval=851373032 TSecr=3160970971"
"164","119.257116783","10.29.230.57","104.21.61.81","TLSv1.2","105","Application Data"
